SA,PCT,CHO_CHN_No,CHN,CST_No,CST,IHA_No,IHA,Region,HR_abbr
017036002,Bagenalstown,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017036003,Bagenalstown,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017037001,Myshall/Leighlinbridge,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017037002,Myshall/Leighlinbridge,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017038001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017038002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017038003,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017039001,Gowran/Graiguenamanagh/Borris/Courtnellan,CHO 5 - 2,Central Kilkenny and South Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017040001/017040002,Bagenalstown,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017041001/01,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017041001/02,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017041002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017041003,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017042001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017042002/017042003,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017042004,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017043001,Myshall/Leighlinbridge,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017044001,Myshall/Leighlinbridge,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017044002,Myshall/Leighlinbridge,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017045001,Bagenalstown,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017045002,Bagenalstown,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017046001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017047001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017047002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017048001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017049001,Gowran/Graiguenamanagh/Borris/Courtnellan,CHO 5 - 2,Central Kilkenny and South Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017049002,Gowran/Graiguenamanagh/Borris/Courtnellan,CHO 5 - 2,Central Kilkenny and South Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017049003,Gowran/Graiguenamanagh/Borris/Courtnellan,CHO 5 - 2,Central Kilkenny and South Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017050001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017050002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017050003,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017050004,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051003,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051004,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051005,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051006,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051007,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051008,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051009,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051010,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051011,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051012,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051013,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017051014,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017052001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017052002,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017053001,Hacketstown/Rathvilly/Tullow,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054001,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054002,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054003,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054004/017054005,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054006,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
017054007,Carlow 3,CHO 5 - 1,North Carlow,CST 13,Carlow / Kilkenny,C1,HSE Carlow Kilkenny and Tipperary South,HSE Dublin and South East,DSE
027001001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027001002,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027001003,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027001004,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027002001,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027002002,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027002003,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027002004,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027002005,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027003001,Cootehill,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027003002,Cootehill,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004001,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004002,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004003,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004004,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004005,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004006,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004007,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004008,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004009,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004010,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004011,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004012,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004013,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004014,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004015,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004016,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004017,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027004018,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027005001,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027005002,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006002,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006003,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006004,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006005,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006006,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006007,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027006008,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027007001,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027007002,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027007003,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027007004,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008001,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008002,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008003,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008004,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008005,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008006,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008007/027008011,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008008/027008003,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008009,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008010,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008011,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027008012,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027009001,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027009002,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027009003,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027009004,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027010001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027011001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027011002,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027011003,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027012002,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027012003,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027012004,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027012005,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027012006/027012001,Cavan B*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013002,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013003,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013004,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013005,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013006,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013007,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013008,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027013009,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027014001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027015001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027016001,Arvagh/Killeshandra,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027017001,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027017002,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027018001,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027018002,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027019001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027020001,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027020002,Bailieborough/Shercock,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027021001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027021002,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027022001,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027022002,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027022003,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027022004,Ballyjamesduff,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027023001,West Cavan,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024001,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024002,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024003,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024004,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024005,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024006,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024007,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024008,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024009,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024010,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024011,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024012,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024013,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024014,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024015,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024016,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024017,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024018,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024019,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024020,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024021,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024022,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024023,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024024,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024025,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024026,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024027,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
027024028,Cavan A*,CHO 1 - 7,Cavan,CST 2,Cavan,A1,HSE Cavan Monaghan,HSE Dublin and North East,DNE
